order_item_id,order_id,product_id,quantity,discount_pct,unit_price_at_order
178,78,224,4,0.0,354.2
179,78,340,2,0.0,368.69
180,78,53,1,0.15,234.28
181,78,421,3,0.2,10.73
182,79,534,4,0.0,53.69
183,80,444,4,0.2,157.41
184,80,463,2,0.0,85.78
185,81,137,1,0.0,338.99
186,81,371,1,0.0,121.03
187,82,185,3,0.0,44.04
188,82,607,1,0.0,
189,83,139,3,0.0,263.01
190,84,147,1,0.0,229.95
191,84,566,2,0.0,233.56
192,84,152,1,0.15,188.05
193,85,119,2,0.0,60.69
194,85,234,1,0.05,122.66
195,85,382,2,0.0,92.19
196,85,105,2,0.2,5.74
197,86,502,4,0.0,317.53
198,86,570,4,0.15,158.32
199,87,309,2,0.0,
200,87,80,1,0.1,91.86
201,87,341,2,0.2,
202,88,24,4,0.1,104.93
203,88,395,2,0.2,186.04
204,89,257,1,0.0,352.1
205,90,382,2,0.1,92.85
206,91,581,1,0.15,181.33
207,91,51,2,0.05,17.29
208,92,455,2,0.15,75.58
209,93,144,4,0.05,157.86
210,94,276,1,0.05,197.05
211,94,309,3,0.0,
212,95,525,2,0.05,180.77
213,95,5,1,0.0,217.62
214,96,599,4,0.2,404.17
215,96,30,2,0.0,17.41
216,97,368,4,0.2,142.22
217,97,186,4,0.0,24.26
218,97,228,1,0.1,39.44
219,98,135,2,0.05,92.75
220,99,487,4,0.15,173.78
221,99,6,1,0.05,17.14
222,100,190,1,0.2,208.16
223,101,87,4,0.15,131.87
224,101,64,3,0.1,324.57
225,101,3,3,0.05,38.99
226,101,60,1,0.0,272.49
227,101,23,1,0.2,97.03
228,102,140,1,0.0,268.59
229,102,240,2,0.0,297.26
230,103,303,1,0.0,41.38
231,103,362,1,0.1,31.14
232,103,201,2,0.0,45.79
233,103,107,1,0.05,164.5
234,104,76,1,0.0,230.07
235,104,62,1,0.0,69.85
236,105,498,1,0.2,82.9
237,105,127,1,0.1,234.85
238,106,320,1,0.05,77.78
239,107,250,4,0.1,392.72
240,107,75,1,0.15,18.5
241,107,213,2,0.2,23.42
242,107,147,1,0.05,236.22
243,108,537,1,0.0,12.17
244,109,442,2,0.1,8.94
245,110,255,1,0.0,345.5
246,111,437,4,0.1,182.83
247,112,593,1,0.15,48.73
248,112,133,2,0.2,
249,112,582,1,0.0,130.2
250,113,599,2,0.15,416.82
251,114,151,1,0.15,22.64
252,115,141,4,0.1,236.85
253,115,383,3,0.05,17.14
254,116,198,1,0.05,137.87
255,117,13,1,0.0,168.86
256,118,28,4,0.05,239.04
257,119,210,2,0.0,236.8
258,119,218,2,0.1,37.51
259,120,9,2,0.15,95.84
260,121,117,1,0.15,182.52
261,121,193,2,0.1,278.39
262,122,354,3,0.15,130.92
263,122,544,1,0.2,147.94
264,123,248,3,0.0,
265,123,66,1,0.0,104.25
266,124,361,2,0.15,228.94
267,124,518,2,0.0,32.19
268,125,39,2,0.1,163.31
269,125,159,4,0.2,103.33
270,125,474,1,0.2,64.02
271,125,106,1,0.15,187.41
272,125,415,3,0.0,222.02
273,126,329,2,0.0,80.97
274,126,29,2,0.05,26.1
275,126,341,1,0.15,
276,127,290,2,0.0,120.77
277,128,436,2,0.05,102.16
278,129,184,2,0.0,372.95
279,129,491,1,0.15,134.02
280,129,394,2,0.05,
281,129,441,3,0.15,82.68
282,130,129,4,0.0,334.09
283,131,124,2,0.15,177.64
284,131,514,2,0.0,319.75
285,132,286,2,0.0,201.74
286,133,481,2,0.0,32.38
287,134,445,1,0.0,29.1
288,134,359,1,0.0,358.3
289,135,156,1,0.05,91.67
290,135,166,3,0.2,135.51
291,136,265,1,0.2,29.53
292,136,250,3,0.0,417.14
293,136,14,3,0.0,69.2
294,136,470,4,0.15,43.64
295,136,22,2,0.1,21.99
296,137,268,2,0.2,328.24
297,137,480,1,0.0,68.6
298,138,585,2,0.0,6.82
299,138,413,3,0.0,222.09
300,139,213,3,0.0,24.76
301,139,94,4,0.05,270.99
302,139,507,3,0.0,192.85
303,139,143,4,0.1,114.54
304,140,18,1,0.0,360.02
305,141,203,3,0.05,135.21
306,142,60,1,0.0,286.55
307,142,59,1,0.0,196.23
308,143,540,1,0.05,95.59
309,143,237,4,0.15,23.83
310,144,435,3,0.15,339.05
311,145,533,1,0.0,155.98
312,146,226,1,0.1,243.24
313,146,76,2,0.0,237.45
314,147,516,1,0.05,17.96
315,148,30,2,0.1,17.37
316,149,419,2,0.1,240.83
317,149,242,4,0.15,152.63
318,150,528,2,0.05,266.78
319,150,12,4,0.15,87.01
320,150,584,2,0.0,258.2
321,150,200,3,0.0,262.27
322,151,492,1,0.2,26.06
323,151,477,1,0.1,78.0
324,151,156,1,0.0,97.05
325,152,397,1,0.15,
326,152,338,1,0.0,183.18
327,153,316,4,0.0,277.84
328,154,536,1,0.0,79.85
329,154,458,2,0.0,
330,155,66,3,0.0,105.82
331,155,520,4,0.05,22.15
332,155,401,1,0.05,164.85
333,156,394,1,0.1,
334,156,173,4,0.05,130.12
335,157,373,2,0.05,
336,158,313,4,0.0,165.49
337,158,401,4,0.1,166.52
338,159,261,3,0.1,175.04
339,159,339,1,0.2,36.5
340,159,68,1,0.05,
341,159,288,3,0.15,338.18
342,160,222,2,0.15,106.44
343,161,5,4,0.0,208.01
344,161,521,3,0.0,195.72
345,161,298,2,0.15,262.25
346,161,250,3,0.2,421.52
347,161,163,2,0.0,361.71
348,162,411,4,0.1,164.17
349,162,475,1,0.1,302.26
350,162,170,2,0.0,107.61
351,163,5,2,0.1,208.46
352,164,308,2,0.05,354.61
353,164,352,1,0.0,80.64
354,164,24,1,0.05,101.69
355,165,81,2,0.05,129.0
356,165,103,4,0.1,122.11
357,166,188,2,0.0,23.86
358,166,353,2,0.05,33.59
359,167,599,1,0.0,407.77
360,167,238,2,0.05,214.72
361,167,332,2,0.15,147.4
362,168,257,1,0.1,379.65
363,168,395,1,0.0,192.72
364,169,527,1,0.0,363.67
365,170,86,2,0.1,139.01
366,170,442,1,0.0,8.44
367,170,247,1,0.0,71.37
368,171,452,2,0.05,61.88
369,172,515,1,0.0,131.7
370,172,353,3,0.0,34.93
371,173,110,2,0.2,
372,173,253,2,0.0,
373,174,88,2,0.0,150.95
374,175,600,2,0.0,175.29
375,175,496,4,0.0,284.02
376,176,219,1,0.0,33.51
377,176,166,1,0.1,139.27
378,176,522,2,0.1,116.18
379,177,446,4,0.15,270.33
380,177,605,2,0.0,
381,178,11,1,0.2,141.69
382,178,182,1,0.05,141.98
383,178,7,1,0.0,203.76
384,178,135,1,0.1,100.08
385,178,387,2,0.15,41.36
386,179,71,1,0.15,247.41
387,179,550,4,0.05,222.79
388,179,150,1,0.2,140.02
389,179,246,1,0.0,151.06
390,180,371,1,0.0,123.5
391,180,242,1,0.05,
392,181,491,3,0.0,129.27
393,181,252,1,0.0,127.81
394,182,52,3,0.2,98.28
395,182,486,1,0.0,269.42
396,183,113,2,0.0,73.12
397,183,599,1,0.15,412.32
398,183,83,2,0.1,39.76
399,184,514,2,0.0,330.59
400,184,513,1,0.0,299.15
401,184,426,4,0.0,
402,184,145,1,0.2,99.92
403,185,223,1,0.15,339.95
404,186,435,1,4.83,358.4
405,186,210,3,0.05,247.83
406,187,545,2,0.05,235.98
407,188,23,3,0.0,96.1
408,189,81,1,0.0,133.86
409,189,353,3,0.2,35.83
410,190,66,2,0.0,106.09
411,190,45,4,0.0,267.74
412,190,271,2,0.1,
413,190,52,3,0.1,97.49
414,191,539,3,0.15,143.3
415,191,534,4,0.2,53.81
416,191,259,2,0.0,143.66
417,191,591,3,0.15,268.36
418,191,489,1,0.0,127.15
419,192,217,2,0.1,138.75
420,192,321,1,0.0,10.87
421,192,417,2,0.1,37.26
422,192,250,4,0.05,392.43
423,193,539,4,0.2,144.89
424,193,595,1,0.2,115.97
425,193,600,2,0.1,168.08
426,194,124,2,0.1,181.88
427,194,248,1,0.0,
428,195,381,1,0.2,45.34
429,196,494,4,0.05,208.12
430,196,286,4,0.0,189.25
431,196,224,2,0.2,357.08
432,197,432,1,0.0,159.27
433,198,586,1,0.0,272.36
434,198,268,2,0.0,309.78
435,198,367,1,0.0,215.24
436,199,439,1,0.1,243.92
437,200,111,4,0.0,205.79
438,200,472,1,0.0,258.1
439,200,496,1,0.1,286.45
440,201,301,2,0.15,47.88
441,201,12,1,0.0,86.48
442,202,252,2,0.0,126.89
443,202,190,3,0.15,216.86
444,202,241,1,0.0,231.87
445,202,445,2,0.0,28.71
446,203,450,1,0.2,
447,203,422,4,0.15,78.85
448,203,360,1,0.1,48.53
449,204,198,4,0.1,136.62
450,205,395,1,0.15,197.38
451,205,78,1,0.0,240.34
452,206,444,2,0.15,160.83
453,206,598,4,0.1,25.65
454,207,237,3,0.05,25.22
455,208,277,2,0.05,181.22
456,209,447,4,0.05,241.94
457,209,261,2,0.15,176.52
458,210,461,2,0.0,274.79
459,210,276,4,0.05,
460,210,210,2,0.15,257.43
461,211,291,3,0.0,191.3
462,211,335,1,0.2,53.41
463,212,281,1,0.0,178.93
464,213,468,1,0.15,48.85
465,213,17,2,0.05,35.26
466,214,221,3,0.1,44.85
467,214,537,4,0.05,12.76
468,214,267,1,0.1,316.08
469,215,268,4,0.0,
470,216,20,1,0.2,198.4
471,216,285,2,0.0,246.74
472,217,575,1,0.2,341.7
473,217,446,1,0.0,295.31
474,218,503,2,0.0,265.72
475,218,439,1,0.15,258.76
476,218,177,2,0.05,161.87
477,218,386,4,0.0,51.52
478,219,82,4,0.15,194.31
479,219,145,2,0.0,102.0
480,219,450,4,0.0,7.11
481,220,397,2,0.0,
482,220,336,2,0.1,79.01
483,220,425,1,0.0,162.58
484,220,151,1,0.1,22.0
485,220,53,1,0.0,217.61
486,221,226,3,0.1,245.84
487,221,128,3,0.0,60.02
488,222,522,1,0.1,116.44
489,222,568,1,0.0,153.45
490,222,501,1,0.15,
491,222,508,1,0.0,284.79
492,223,399,2,0.05,290.51
493,223,477,1,0.1,76.88
494,224,325,2,0.05,
495,224,483,3,0.0,80.52
496,225,248,4,0.2,
497,226,134,1,0.0,257.93
498,226,422,2,0.15,80.98
499,227,316,3,0.05,280.22
500,228,561,1,0.2,376.76
501,229,436,1,0.05,94.89
502,229,96,2,0.15,45.74
503,229,523,2,0.0,296.83
504,229,419,3,0.15,
505,230,283,1,0.2,119.38
506,231,493,1,0.15,219.14
507,231,248,4,0.0,
508,231,548,1,0.1,55.77
509,231,433,3,0.05,128.87
510,232,3,2,0.0,39.98
511,233,366,1,0.0,67.72
512,234,98,2,0.0,98.73
513,235,326,4,0.15,33.51
514,235,548,4,0.2,57.07
515,236,592,1,0.05,254.52
516,237,472,4,0.1,261.7
517,238,561,2,0.15,348.53
518,239,320,1,0.1,80.97
519,239,161,1,0.1,196.47
520,239,106,1,0.2,193.18
521,240,412,1,0.0,100.2
522,241,61,2,0.05,333.05
523,242,563,1,0.0,215.92
524,243,572,2,0.2,224.35
525,244,24,4,0.15,101.51
526,245,164,1,0.1,186.78
527,245,257,2,0.0,362.73
528,246,150,1,0.0,130.24
529,246,32,4,0.15,230.42
530,247,505,1,0.15,79.27
531,247,133,3,0.15,321.96
532,248,570,1,0.1,161.74
533,248,475,2,0.0,301.4
534,248,126,3,0.0,86.33
535,248,149,1,0.0,191.76
536,249,14,1,0.1,67.63
537,249,429,4,0.15,17.12
538,250,447,4,0.15,231.53
539,251,544,1,0.0,140.95
540,251,521,1,0.2,205.85
541,251,523,1,0.2,306.64
542,252,199,1,0.2,256.6
543,252,570,2,0.15,161.01
544,252,392,2,0.15,70.98
545,252,10,4,0.1,118.5
546,253,584,2,0.05,269.32
547,253,297,3,0.0,52.53
548,253,316,2,0.0,293.58
549,254,227,2,0.0,
550,254,130,1,0.2,130.52
551,255,171,3,0.0,153.46
552,255,377,2,0.0,166.23
553,256,215,1,0.15,76.81
554,256,43,4,0.05,88.77
555,257,332,1,0.0,154.04
556,257,565,1,0.0,98.73
557,258,163,1,0.05,344.46
558,258,516,1,0.05,18.73
559,259,455,2,0.1,79.78
560,259,331,2,0.2,160.81
561,259,124,1,0.2,178.51
562,260,244,3,0.0,16.64
563,261,197,2,0.15,138.95
564,262,313,4,0.0,172.45
565,262,172,2,0.0,57.16
566,262,492,1,0.0,26.18
567,263,74,3,0.0,188.16
568,264,268,4,0.1,326.34
569,264,280,2,0.0,241.62
570,265,508,3,0.15,296.95
571,266,419,1,0.0,245.38
572,266,456,2,0.0,149.35
573,266,158,3,0.2,291.0
574,266,514,1,0.2,345.64
575,266,374,2,0.2,130.85
576,267,408,3,0.1,276.36
577,268,517,2,0.15,54.18
578,269,211,1,0.2,297.02
579,269,103,1,0.1,122.04
580,269,440,1,0.0,11.92
581,269,283,1,0.05,124.75
582,269,555,1,0.05,166.83
583,270,505,3,0.15,81.44
584,270,105,-1,0.0,5.7
585,270,345,2,0.05,178.59
586,270,421,2,0.0,11.33
587,271,259,1,0.15,144.5
588,271,474,1,0.05,58.65
589,271,466,2,0.0,59.82
590,272,351,4,0.05,112.8
591,272,277,2,0.0,182.17
592,273,566,1,0.15,213.95
593,273,19,1,0.05,
594,274,544,1,0.1,146.71
595,275,455,0,0.15,80.46
596,276,252,1,0.05,116.44
597,276,298,1,0.0,275.92
598,276,128,1,0.2,57.0
599,277,357,1,0.0,133.96
600,278,501,3,0.0,
601,278,557,2,0.05,74.3
602,279,456,4,0.0,157.86
603,279,412,1,0.0,102.22
604,280,547,1,0.0,188.66
605,281,195,2,0.2,282.56
606,282,322,1,0.05,59.32
607,283,53,4,0.2,226.8
608,284,351,1,0.05,109.48
609,285,440,4,0.15,11.03
610,285,598,4,0.2,24.47
611,285,107,2,0.0,166.2
612,285,91,1,0.1,75.14
613,286,463,2,0.15,88.38
614,286,271,2,0.05,305.96
615,287,88,1,0.0,157.94
616,288,222,4,0.0,105.25
617,289,170,3,0.0,100.39
618,289,29,1,0.2,25.4
619,289,77,1,0.0,51.9
620,290,495,3,0.15,102.28
621,290,48,3,0.05,239.06
622,291,68,3,0.0,244.9
623,291,427,1,0.15,86.2
624,292,166,1,0.05,139.39
625,292,397,1,0.0,
626,292,305,3,0.0,179.16
627,293,579,3,0.0,68.43
628,293,499,1,0.15,212.66
629,293,16,1,0.0,
630,293,235,1,0.0,97.52
631,293,306,1,0.05,21.4
632,294,408,4,0.15,261.71
633,295,376,1,0.05,55.2
634,295,283,4,0.0,123.05
635,295,527,2,0.0,361.01
636,296,492,3,0.15,26.9
637,296,319,2,0.1,141.04
638,296,347,2,0.0,127.77
639,296,260,3,0.0,217.79
640,297,226,2,0.0,240.63
641,298,421,2,0.0,11.8
642,298,513,1,0.0,287.77
643,298,463,0,0.15,90.09
644,299,414,1,0.05,98.49
645,299,469,2,0.0,15.08
646,300,243,3,0.15,228.65
647,300,46,1,0.2,
648,300,234,4,0.2,112.02
649,301,311,3,0.0,50.56
650,301,450,3,0.05,6.8
651,302,594,3,0.0,138.79
652,302,307,2,0.2,130.21
653,303,154,2,0.1,146.19
654,303,525,1,0.05,166.92
655,303,579,1,0.1,67.97
656,304,12,2,0.0,82.87
657,305,35,1,0.0,37.01
658,305,454,1,0.1,223.96
659,305,452,4,0.2,67.74
660,306,57,3,0.05,363.27
661,307,295,4,0.0,32.24
662,307,207,1,0.0,320.19
663,308,387,3,0.1,41.02
664,309,331,2,0.0,150.37
665,309,144,2,0.0,153.14
666,310,349,4,0.05,95.87
667,311,332,3,0.05,158.21
668,312,558,3,0.05,198.09
669,312,407,1,0.0,55.11
670,313,425,1,0.0,169.66
671,313,214,4,0.15,178.87
672,314,318,1,0.0,36.85
673,315,555,2,0.15,159.05
674,315,571,1,0.0,225.73
675,316,85,2,0.0,19.83
676,317,57,2,0.1,359.08
677,317,276,1,0.0,213.43
678,317,416,3,0.0,68.02
679,317,426,2,0.05,
680,317,135,1,0.1,99.65
681,318,244,1,0.15,16.02
682,318,569,1,0.15,272.5
683,319,513,2,0.05,277.96
684,319,103,1,0.0,125.11
685,319,472,4,0.1,255.38
686,319,8,2,0.0,47.11
687,320,4,1,0.0,
688,321,331,1,0.0,161.08
689,322,471,1,0.0,96.85
690,322,310,1,0.1,299.73
691,322,114,1,0.0,271.51
692,323,242,1,0.2,162.35
693,323,445,2,0.0,29.78
694,324,386,1,0.1,48.62
695,325,232,2,0.0,255.66
696,325,277,2,0.0,184.62
697,325,547,2,0.1,
698,325,20,2,0.1,202.12
699,326,129,1,0.1,345.95
700,326,375,1,0.2,300.85
701,327,152,2,0.0,178.51
702,327,478,1,0.15,121.5
703,327,248,4,0.15,
704,327,112,2,0.2,31.31
705,327,117,4,0.0,184.25
706,328,590,1,0.0,231.79
707,328,552,1,0.05,
708,329,21,4,0.05,40.98
709,329,173,1,0.1,137.71
710,330,443,2,0.05,189.02
711,331,326,2,0.0,34.71
712,331,267,1,0.2,307.21
713,331,54,1,0.2,146.54
714,331,291,1,0.2,188.18
715,332,188,1,0.0,23.15
716,332,356,1,0.0,245.43
717,333,214,3,0.0,184.31
718,333,52,1,0.15,100.26
719,334,356,4,0.05,260.28
720,335,366,3,0.0,66.91
721,336,350,2,0.15,53.81
722,336,403,1,0.15,149.41
723,336,313,1,0.0,181.55
724,337,22,2,0.0,22.0
725,337,358,1,0.0,144.97
726,337,229,4,0.1,9.42
727,338,285,2,0.1,258.4
728,338,420,3,0.0,200.29
729,339,1,1,0.2,153.98
730,340,457,3,0.05,182.68
731,340,472,2,0.15,260.64
732,340,80,1,0.0,95.16
733,341,498,2,0.2,81.26
734,341,526,1,0.1,265.96
735,342,549,3,0.05,57.46
736,342,361,2,0.0,232.55
737,342,91,1,0.0,77.92
738,342,541,2,0.05,168.09
739,343,568,4,0.2,147.05
740,343,115,1,0.0,291.25
741,343,298,1,0.0,283.92
742,343,459,3,0.05,130.29
743,344,262,4,0.0,358.71
744,344,355,2,0.1,98.07
745,345,575,2,0.0,347.77
746,345,346,1,0.2,96.23
747,346,450,2,0.0,7.09
748,347,481,2,0.0,32.15
749,347,489,1,0.2,119.42
750,348,13,3,0.0,173.57
751,349,33,3,0.1,89.43
752,350,139,2,0.05,284.05
753,350,318,3,0.0,38.54
754,351,315,1,0.1,13.47
755,352,322,3,0.0,58.29
756,352,278,1,0.0,244.24
757,352,424,2,0.05,45.34
758,352,397,1,0.0,
759,352,157,3,0.15,18.8
760,353,369,1,0.0,157.47
761,353,81,1,0.0,124.44
762,353,378,3,0.0,57.04
763,353,532,2,0.2,219.31
764,354,498,1,0.1,81.43
765,354,35,1,0.1,39.23
766,355,258,2,0.1,12.55
767,355,550,1,0.2,213.28
768,356,157,1,0.05,18.82
769,356,390,1,0.0,241.5
770,357,105,1,0.2,5.52
771,358,420,1,0.1,192.64
772,359,114,3,0.05,
773,359,576,2,0.1,
774,359,605,1,0.0,
775,359,320,2,0.0,82.51
776,359,10,2,0.15,110.7
777,360,203,4,0.0,133.6
778,361,276,1,0.1,213.67
779,361,56,1,0.0,67.21
780,362,235,3,0.2,97.31
781,363,172,2,0.0,54.56
782,364,84,1,0.0,78.0
783,364,28,2,0.2,246.29
784,365,476,1,0.1,204.73
785,366,253,1,0.05,
786,366,602,1,0.1,
787,367,207,2,0.0,316.01
788,367,38,3,0.0,246.55
789,367,455,1,0.0,76.57
790,367,541,2,0.2,162.63
791,367,106,2,0.05,186.35
792,368,351,2,0.05,106.93
793,368,384,3,0.0,308.65
794,368,166,4,4.78,134.09
795,368,235,2,0.0,101.85
796,369,468,2,0.2,47.31
797,369,242,2,0.15,160.8
798,369,107,2,0.15,154.91
799,370,158,2,0.1,299.07
800,370,491,1,0.05,126.27
801,370,398,1,0.15,14.43
802,371,490,3,0.0,172.03
803,372,380,1,0.05,318.75
804,372,270,2,0.05,108.06
805,372,403,3,0.2,161.63
806,372,310,0,0.0,290.09
807,372,411,2,0.15,165.94
808,373,130,3,0.2,121.76
809,373,57,4,0.0,347.46
810,374,198,1,0.0,148.67
811,374,576,1,0.0,287.37
812,375,544,3,0.0,140.69
813,375,311,1,0.05,49.79
814,375,385,1,0.2,132.3
815,375,587,4,0.2,166.33
816,376,430,2,0.0,115.81
817,376,72,4,0.0,131.1
818,377,394,2,0.0,
819,378,245,1,0.0,375.8
820,378,434,4,0.15,41.43
821,379,184,2,0.1,378.89
822,380,473,2,0.2,
823,380,598,4,0.0,25.52
824,380,267,3,0.1,312.38
825,380,582,3,0.0,126.05
826,380,329,1,0.15,78.93
827,381,264,3,0.1,108.97
828,381,25,2,0.0,130.95
829,382,544,1,0.15,137.65
830,383,173,4,0.0,137.13
831,383,120,1,0.0,156.89
832,383,423,1,0.0,47.53
833,383,183,4,0.15,269.59
834,383,407,4,0.0,57.38
835,384,578,1,0.1,234.7
836,384,150,1,0.2,135.23
837,384,261,2,0.1,166.21
838,385,165,2,0.05,111.66
839,385,374,1,0.2,120.27
840,385,569,1,0.05,256.22
841,386,229,4,0.2,9.44
842,386,176,1,0.0,206.0
843,386,114,3,0.15,264.14
844,387,24,3,0.2,97.45
845,387,564,3,0.0,29.54
846,388,336,1,0.15,74.19
847,389,132,2,0.0,50.69
848,389,440,2,0.1,11.92
849,389,178,1,0.0,28.8
850,390,339,1,0.0,35.14
851,390,210,4,0.0,256.39
852,390,589,1,0.05,165.55
853,390,118,3,0.05,74.35
854,391,383,1,0.1,16.71
855,392,298,4,0.05,265.23
856,392,340,1,0.2,371.59
857,392,566,1,0.2,219.81
858,393,587,3,0.2,163.96
859,393,426,1,0.15,
860,393,102,2,0.2,71.02
861,393,200,2,0.2,285.61
862,394,509,1,0.15,65.77
863,395,333,2,0.0,26.69
864,395,328,2,0.0,99.53
865,395,519,1,0.0,130.01
866,395,446,3,0.2,292.4
867,395,186,1,0.2,23.06
868,396,183,3,0.0,265.55
869,396,226,1,0.05,251.24
870,397,110,2,0.05,258.58
871,397,193,1,0.15,273.51
872,398,90,-1,0.05,207.55
873,398,399,2,0.2,306.9
874,399,63,4,0.05,70.14
875,399,8,2,0.0,44.51
876,400,400,1,0.05,295.28
877,400,109,4,0.2,118.69
878,400,120,3,0.0,147.87
879,401,554,1,0.2,154.04
880,402,590,2,0.0,238.6
881,403,284,4,0.0,116.62
