order_id,customer_id,order_date,order_status,channel,payment_method
69,2397.0,2024-09-07,delivered,marketplace,tarjeta
70,1850.0,2023-02-22,delivered,app,paypal
71,2397.0,2023-06-16,refunded,web,contrareembolso
72,2308.0,2024-06-27,paid,app,contrareembolso
73,374.0,2023-01-22,delivered,marketplace,tarjeta
74,163.0,2023-10-23,delivered,marketplace,transferencia
75,859.0,2023-06-02,delivered,marketplace,tarjeta
76,354.0,2023-08-26,delivered,marketplace,transferencia
77,1787.0,2025-11-10,delivered,web,tarjeta
78,2628.0,2024-12-14,delivered,web,transferencia
79,3012.0,2024-08-02,cancelled,app,transferencia
80,2477.0,2024-03-28,shipped,marketplace,transferencia
81,597.0,2024-01-13,delivered,app,contrareembolso
82,1205.0,2024-07-16,refunded,app,contrareembolso
83,1676.0,2023-05-01,delivered,web,contrareembolso
84,788.0,2023-08-16,delivered,web,paypal
85,2440.0,2023-01-03,delivered,app,contrareembolso
86,2426.0,2023-01-16,shipped,marketplace,transferencia
87,299.0,2024-09-06,delivered,app,paypal
88,1179.0,2023-09-21,delivered,marketplace,paypal
89,932.0,2023-08-25,delivered,marketplace,contrareembolso
90,1649.0,2023-01-29,delivered,app,contrareembolso
91,2232.0,2024-01-18,delivered,marketplace,contrareembolso
92,274.0,2025-03-06,delivered,app,transferencia
93,1820.0,2024-04-01,delivered,marketplace,tarjeta
94,797.0,2025-03-27,delivered,app,transferencia
95,2178.0,2024-01-13,delivered,web,transferencia
96,1011.0,2025-03-26,delivered,app,transferencia
97,1853.0,2024-03-12,delivered,marketplace,transferencia
98,1783.0,2023-07-05,delivered,web,paypal
99,725.0,2025-01-05,cancelled,app,paypal
100,945.0,2025-10-21,cancelled,app,tarjeta
101,200.0,2024-05-05,delivered,app,contrareembolso
102,2374.0,2023-10-20,delivered,marketplace,paypal
103,1167.0,2024-08-16,delivered,web,tarjeta
104,2358.0,2023-06-27,delivered,web,contrareembolso
105,1810.0,2025-09-05,delivered,web,paypal
106,1166.0,2025-01-22,paid,app,paypal
107,1003.0,2024-11-20,delivered,marketplace,paypal
108,827.0,2025-10-14,cancelled,app,paypal
109,2734.0,2025-03-05,delivered,app,paypal
110,1511.0,2023-10-23,delivered,app,paypal
111,1287.0,2025-03-01,delivered,app,transferencia
112,1180.0,2023-09-04,shipped,web,contrareembolso
113,1712.0,2024-01-03,delivered,web,contrareembolso
114,568.0,2023-08-14,delivered,web,paypal
115,2254.0,2023-01-13,delivered,marketplace,contrareembolso
116,2503.0,2023-07-11,delivered,web,paypal
117,230.0,2024-07-06,delivered,app,contrareembolso
118,576.0,2025-12-01,paid,web,paypal
119,2950.0,2024-08-21,delivered,app,paypal
120,2832.0,2025-04-10,paid,web,contrareembolso
121,1172.0,2023-09-30,cancelled,app,tarjeta
122,205.0,2023-01-02,delivered,web,contrareembolso
123,2088.0,2023-03-15,paid,web,transferencia
124,2140.0,2023-07-31,delivered,app,transferencia
125,1563.0,2023-08-14,delivered,web,tarjeta
126,1579.0,2025-12-03,delivered,app,tarjeta
127,2235.0,2025-01-16,delivered,marketplace,paypal
128,1918.0,2025-09-14,delivered,marketplace,transferencia
129,18.0,2024-02-19,delivered,web,contrareembolso
130,,2025-08-14,created,marketplace,contrareembolso
131,917.0,2023-12-08,delivered,marketplace,tarjeta
132,5.0,2023-05-06,shipped,web,paypal
133,888.0,2023-04-17,delivered,marketplace,contrareembolso
134,2916.0,2023-09-04,delivered,app,transferencia
135,1547.0,2024-04-25,created,marketplace,transferencia
136,804.0,2024-02-15,delivered,marketplace,tarjeta
137,621.0,2023-03-04,delivered,marketplace,paypal
138,2080.0,2024-02-28,delivered,web,transferencia
139,1693.0,2025-03-04,delivered,web,tarjeta
140,3002.0,2023-10-17,paid,app,contrareembolso
141,1385.0,2023-10-21,refunded,web,tarjeta
142,2685.0,2025-02-20,cancelled,web,tarjeta
143,2135.0,2023-01-08,delivered,web,paypal
144,2560.0,2024-04-16,delivered,app,contrareembolso
145,2187.0,2023-02-20,shipped,web,contrareembolso
146,2344.0,2025-07-28,delivered,web,transferencia
147,2763.0,2024-05-15,delivered,web,contrareembolso
148,512.0,2023-10-14,delivered,app,transferencia
149,1750.0,2023-07-21,delivered,web,paypal
150,2621.0,2025-04-02,delivered,app,contrareembolso
151,2379.0,2024-10-13,delivered,marketplace,contrareembolso
152,101.0,2023-05-29,delivered,app,tarjeta
153,1444.0,2024-12-19,delivered,marketplace,tarjeta
154,1479.0,2023-01-09,delivered,marketplace,paypal
155,69.0,2024-02-06,delivered,app,tarjeta
156,664.0,2024-01-23,shipped,marketplace,tarjeta
157,1072.0,2025-02-27,delivered,marketplace,contrareembolso
158,1181.0,2024-10-30,paid,marketplace,transferencia
159,204.0,2025-10-06,delivered,app,paypal
160,937.0,2024-12-24,delivered,app,contrareembolso
161,1283.0,2023-03-02,delivered,marketplace,contrareembolso
162,1252.0,2023-05-03,delivered,marketplace,transferencia
163,1831.0,2025-09-30,delivered,app,transferencia
164,565.0,2024-12-20,shipped,marketplace,tarjeta
165,2813.0,2024-04-21,delivered,app,paypal
166,1467.0,2025-08-01,delivered,marketplace,contrareembolso
167,1434.0,2024-12-01,delivered,web,tarjeta
168,1712.0,2024-01-17,delivered,web,contrareembolso
169,1734.0,2023-12-08,shipped,app,tarjeta
170,2683.0,2023-11-24,paid,marketplace,paypal
171,2918.0,2023-10-20,delivered,marketplace,contrareembolso
172,882.0,2024-04-14,delivered,web,transferencia
173,993.0,2025-01-20,delivered,marketplace,paypal
174,262.0,2024-11-09,delivered,app,paypal
175,1019.0,2025-02-01,cancelled,marketplace,paypal
176,2758.0,2023-09-17,delivered,web,contrareembolso
177,2432.0,2025-03-24,delivered,web,contrareembolso
178,1419.0,2023-06-15,delivered,app,tarjeta
179,195.0,2024-02-26,delivered,app,transferencia
180,1538.0,2024-09-27,delivered,marketplace,paypal
181,1585.0,2025-04-21,delivered,marketplace,tarjeta
182,1755.0,2023-04-05,paid,marketplace,tarjeta
183,2680.0,2024-10-18,created,app,tarjeta
184,471.0,2025-07-17,delivered,marketplace,tarjeta
185,1880.0,2025-12-10,refunded,web,paypal
186,1183.0,2023-05-21,cancelled,web,contrareembolso
187,1222.0,2023-07-29,delivered,marketplace,contrareembolso
188,1073.0,2024-05-27,refunded,app,contrareembolso
189,3009.0,2024-03-26,delivered,app,paypal
190,466.0,2023-12-10,delivered,web,transferencia
191,2853.0,2025-03-31,delivered,marketplace,contrareembolso
192,2539.0,2023-07-28,created,web,contrareembolso
193,1250.0,2024-03-22,paid,marketplace,paypal
194,2023.0,2023-12-18,refunded,web,contrareembolso
195,1272.0,2023-04-26,delivered,marketplace,transferencia
196,2847.0,2024-04-25,delivered,web,paypal
197,755.0,2023-05-17,cancelled,app,contrareembolso
198,2881.0,2024-01-20,delivered,app,paypal
199,36.0,2025-08-21,delivered,marketplace,tarjeta
200,2373.0,2023-10-05,paid,marketplace,paypal
201,2547.0,2025-05-28,shipped,app,paypal
202,1108.0,2025-12-11,delivered,web,contrareembolso
203,2737.0,2024-07-26,delivered,marketplace,transferencia
204,2360.0,2024-09-24,delivered,marketplace,tarjeta
205,550.0,2024-10-27,delivered,marketplace,paypal
206,1095.0,2023-12-26,delivered,app,contrareembolso
207,2201.0,2024-05-27,delivered,web,tarjeta
208,2585.0,,delivered,web,paypal
209,2120.0,2024-04-16,delivered,web,contrareembolso
210,2980.0,2025-02-24,delivered,app,tarjeta
211,1529.0,2025-09-09,delivered,app,contrareembolso
212,511.0,2025-12-07,delivered,marketplace,transferencia
213,1126.0,2025-04-03,delivered,app,transferencia
214,1775.0,2023-06-24,cancelled,web,tarjeta
215,2674.0,2025-10-31,paid,app,transferencia
216,1164.0,2025-01-23,delivered,marketplace,transferencia
217,940.0,2024-09-28,delivered,app,paypal
218,1232.0,2023-09-24,delivered,web,transferencia
219,2750.0,2024-10-23,delivered,web,tarjeta
220,1511.0,2025-09-29,delivered,web,paypal
221,911.0,2025-05-13,delivered,web,contrareembolso
222,1694.0,2025-03-05,delivered,marketplace,tarjeta
223,1828.0,2024-06-03,refunded,web,contrareembolso
224,1726.0,2023-06-14,shipped,web,tarjeta
225,2940.0,2024-07-22,delivered,app,paypal
226,2152.0,2024-11-14,delivered,web,paypal
227,151.0,2023-03-01,paid,web,paypal
228,1727.0,2025-10-24,delivered,web,tarjeta
229,1835.0,2024-07-20,delivered,app,contrareembolso
230,1528.0,2025-01-25,delivered,web,tarjeta
231,15.0,2024-01-16,delivered,app,transferencia
232,370.0,2025-10-21,delivered,app,paypal
233,69.0,2023-12-07,delivered,marketplace,paypal
234,2866.0,2025-04-12,delivered,app,transferencia
235,313.0,2024-01-20,delivered,app,contrareembolso
236,688.0,2025-09-28,delivered,marketplace,tarjeta
237,312.0,2025-02-07,delivered,web,contrareembolso
238,842.0,2023-07-18,delivered,marketplace,tarjeta
239,804.0,2023-05-14,shipped,web,paypal
240,711.0,2024-10-05,delivered,web,transferencia
241,2627.0,2024-02-05,delivered,web,paypal
242,2183.0,2023-07-24,cancelled,app,transferencia
243,1667.0,2025-06-04,delivered,app,tarjeta
244,580.0,2024-06-30,delivered,web,tarjeta
245,1567.0,2025-02-18,paid,marketplace,paypal
246,623.0,2025-10-19,shipped,app,contrareembolso
247,46.0,2024-04-16,delivered,marketplace,transferencia
248,2644.0,2024-07-01,delivered,app,paypal
249,2114.0,2025-02-17,shipped,web,transferencia
250,2487.0,2023-03-27,delivered,marketplace,transferencia
251,385.0,2024-11-05,delivered,web,contrareembolso
252,215.0,2023-09-20,delivered,web,tarjeta
253,2992.0,2025-12-03,delivered,web,paypal
254,981.0,2023-07-10,delivered,web,transferencia
255,1655.0,2025-12-18,delivered,app,paypal
256,675.0,2023-01-04,delivered,web,transferencia
257,1731.0,2025-04-18,delivered,app,transferencia
258,601.0,2025-01-01,delivered,app,transferencia
259,264.0,2024-08-19,cancelled,web,contrareembolso
260,295.0,2025-06-11,delivered,marketplace,contrareembolso
261,2318.0,2024-12-19,paid,web,contrareembolso
262,2358.0,2023-11-14,shipped,app,paypal
263,2074.0,2024-07-16,cancelled,marketplace,tarjeta
264,992.0,2025-12-15,delivered,app,transferencia
265,1792.0,2024-07-01,delivered,marketplace,paypal
266,1619.0,2024-09-04,delivered,web,transferencia
267,569.0,2023-11-22,delivered,marketplace,transferencia
268,3018.0,2023-02-15,paid,marketplace,tarjeta
269,628.0,2024-07-21,delivered,web,transferencia
270,2510.0,2024-03-06,refunded,app,contrareembolso
271,1475.0,2025-08-13,paid,web,transferencia
272,709.0,2025-01-18,delivered,web,paypal
273,1533.0,2024-10-05,delivered,app,transferencia
274,1235.0,2025-01-11,delivered,web,paypal
275,793.0,2024-05-03,delivered,marketplace,transferencia
276,2429.0,2025-06-29,delivered,app,contrareembolso
277,152.0,2023-02-22,shipped,web,contrareembolso
278,430.0,2023-03-14,delivered,app,tarjeta
279,2883.0,2025-01-17,delivered,marketplace,contrareembolso
280,2760.0,2025-12-15,paid,web,paypal
281,876.0,2024-12-08,delivered,web,transferencia
282,676.0,2024-09-26,delivered,marketplace,paypal
283,1809.0,2023-05-09,refunded,web,tarjeta
284,1492.0,2025-06-13,shipped,web,paypal
285,2988.0,2024-06-25,shipped,marketplace,contrareembolso
286,2630.0,2023-10-28,delivered,app,transferencia
287,1299.0,2023-06-06,delivered,marketplace,transferencia
288,75.0,2023-10-23,delivered,marketplace,tarjeta
289,1233.0,2024-07-26,delivered,marketplace,paypal
290,1595.0,2023-01-04,delivered,app,contrareembolso
291,972.0,2025-02-11,created,app,contrareembolso
292,2298.0,2024-09-05,delivered,web,paypal
293,2805.0,2023-02-11,delivered,marketplace,tarjeta
294,45.0,2023-12-25,delivered,marketplace,paypal
295,704.0,2023-01-08,delivered,web,contrareembolso
296,2796.0,2023-06-19,delivered,app,tarjeta
297,356.0,2025-01-22,delivered,marketplace,tarjeta
298,410.0,2025-10-06,created,web,transferencia
299,950.0,2024-10-18,delivered,web,contrareembolso
300,2688.0,2025-07-20,delivered,web,contrareembolso
301,1082.0,2026-11-03,delivered,marketplace,tarjeta
302,1397.0,2023-11-29,delivered,marketplace,transferencia
303,1937.0,2025-07-09,delivered,app,contrareembolso
304,2376.0,2025-11-05,delivered,app,contrareembolso
305,2448.0,2025-04-15,cancelled,marketplace,contrareembolso
306,2036.0,2024-01-12,cancelled,web,tarjeta
307,505.0,2025-05-09,paid,marketplace,paypal
308,2415.0,2024-05-31,delivered,marketplace,tarjeta
309,2786.0,2025-03-27,shipped,app,contrareembolso
310,1567.0,2024-06-26,delivered,app,contrareembolso
311,2132.0,2024-06-08,delivered,web,tarjeta
312,1240.0,2025-01-17,delivered,app,contrareembolso
313,308.0,2023-03-12,refunded,app,contrareembolso
314,1983.0,2025-11-29,delivered,app,paypal
315,464.0,2025-03-14,created,web,paypal
316,1279.0,2023-06-12,delivered,marketplace,tarjeta
317,1113.0,2024-07-18,delivered,marketplace,tarjeta
318,1198.0,2024-01-22,delivered,app,paypal
319,1375.0,2023-11-11,paid,marketplace,transferencia
320,2304.0,2024-12-23,shipped,marketplace,contrareembolso
321,1953.0,2025-11-01,delivered,marketplace,transferencia
322,2476.0,2023-06-20,created,app,transferencia
323,2463.0,2024-05-01,delivered,app,contrareembolso
324,810.0,2024-12-02,delivered,app,paypal
325,2913.0,2024-04-01,delivered,web,tarjeta
326,1958.0,2024-08-12,delivered,marketplace,paypal
327,347.0,2024-07-03,paid,web,transferencia
328,891.0,2025-12-16,delivered,web,paypal
329,1702.0,2025-09-12,paid,app,paypal
330,1329.0,2024-02-20,delivered,marketplace,tarjeta
331,2642.0,2023-10-26,delivered,marketplace,transferencia
332,2548.0,2024-04-18,created,app,paypal
333,2093.0,2024-03-29,delivered,app,paypal
334,1039.0,2025-02-05,shipped,web,paypal
335,515.0,2023-09-28,delivered,web,transferencia
336,2408.0,2024-06-30,delivered,web,transferencia
337,1992.0,2023-06-04,delivered,marketplace,transferencia
338,1287.0,2023-09-06,delivered,web,paypal
339,2750.0,2025-01-16,delivered,web,tarjeta
340,1185.0,2024-10-05,delivered,app,contrareembolso
341,323.0,2025-05-05,delivered,marketplace,paypal
342,1601.0,2025-03-01,shipped,marketplace,contrareembolso
343,1961.0,2023-03-12,delivered,web,tarjeta
344,1817.0,2025-12-01,refunded,app,tarjeta
345,1080.0,2025-06-09,delivered,app,tarjeta
346,2489.0,2025-04-03,cancelled,web,tarjeta
347,133.0,2025-12-19,delivered,web,paypal
348,444.0,2023-11-26,delivered,app,paypal
349,568.0,2024-08-17,paid,app,transferencia
350,2309.0,2024-03-03,delivered,web,contrareembolso
351,901.0,2023-05-02,delivered,app,paypal
352,2833.0,2024-07-23,delivered,marketplace,contrareembolso
353,1176.0,2025-02-21,delivered,web,paypal
354,2222.0,2024-01-04,delivered,app,transferencia
355,1323.0,2024-07-31,shipped,app,paypal
356,1230.0,2024-04-08,delivered,marketplace,tarjeta
357,1019.0,2025-04-17,delivered,web,tarjeta
358,1292.0,2025-02-13,shipped,app,contrareembolso
359,260.0,2024-03-27,shipped,web,tarjeta
360,1583.0,2024-08-29,delivered,web,tarjeta
361,1597.0,2025-08-28,delivered,marketplace,contrareembolso
362,2533.0,2025-12-11,delivered,marketplace,tarjeta
363,365.0,2025-04-08,delivered,web,paypal
364,268.0,2023-04-04,delivered,web,tarjeta
365,926.0,2025-03-06,delivered,app,contrareembolso
366,2604.0,2025-11-28,delivered,app,tarjeta
367,1821.0,2024-03-30,cancelled,marketplace,paypal
368,2425.0,2024-07-26,delivered,app,contrareembolso
369,1576.0,2024-12-13,shipped,marketplace,contrareembolso
370,804.0,2024-12-15,delivered,marketplace,paypal
371,1973.0,2025-03-10,created,app,tarjeta
372,514.0,2023-09-06,delivered,marketplace,paypal
373,406.0,2025-03-20,refunded,app,transferencia
374,456.0,2023-04-24,paid,web,contrareembolso
375,360.0,2023-01-03,delivered,marketplace,paypal
376,2168.0,2025-08-12,refunded,app,transferencia
377,86.0,2023-06-17,delivered,web,contrareembolso
378,915.0,2023-11-15,shipped,marketplace,contrareembolso
379,1122.0,2024-05-14,delivered,marketplace,paypal
380,612.0,2025-04-03,shipped,marketplace,paypal
381,2078.0,2023-08-26,delivered,web,contrareembolso
382,2878.0,2023-04-25,delivered,web,contrareembolso
383,1460.0,2023-11-08,refunded,web,contrareembolso
384,2340.0,2025-01-05,delivered,app,tarjeta
385,2162.0,2024-12-28,delivered,web,tarjeta
386,2082.0,2023-12-07,delivered,marketplace,contrareembolso
387,1191.0,2023-11-02,created,marketplace,contrareembolso
388,2008.0,2025-05-30,delivered,web,paypal
389,76.0,2023-06-15,delivered,marketplace,transferencia
390,3007.0,2024-07-10,delivered,web,contrareembolso
391,1580.0,2025-08-23,delivered,web,transferencia
392,1596.0,2025-03-11,paid,marketplace,transferencia
393,2402.0,2023-07-16,delivered,marketplace,contrareembolso
394,1868.0,2024-09-14,delivered,marketplace,transferencia
395,2771.0,2025-01-15,shipped,app,paypal
396,29.0,2025-08-22,paid,app,paypal
397,742.0,2024-12-23,delivered,marketplace,tarjeta
398,1916.0,2023-10-20,delivered,marketplace,tarjeta
399,1428.0,2023-12-10,delivered,marketplace,contrareembolso
400,2604.0,2025-11-23,created,app,transferencia
401,1345.0,2023-04-10,delivered,marketplace,contrareembolso
402,597.0,2025-11-14,delivered,app,paypal
403,2329.0,2023-01-09,delivered,marketplace,transferencia
404,1035.0,2024-09-26,paid,app,paypal
405,1453.0,2023-08-12,delivered,app,paypal
406,1846.0,2024-04-01,delivered,marketplace,tarjeta
407,1256.0,2025-09-28,paid,app,tarjeta
408,2811.0,2024-01-31,delivered,app,paypal
409,2915.0,2024-08-01,delivered,marketplace,transferencia
410,487.0,2025-07-11,paid,web,paypal
411,172.0,2023-11-01,delivered,web,paypal
412,2715.0,2023-10-30,delivered,app,transferencia
413,1161.0,2024-12-23,delivered,app,transferencia
414,253.0,2025-04-21,delivered,web,contrareembolso
415,72.0,2024-01-12,delivered,app,tarjeta
416,275.0,2023-08-09,delivered,web,transferencia
417,671.0,2025-02-22,delivered,marketplace,paypal
418,2443.0,2025-02-12,shipped,app,paypal
419,596.0,2025-08-06,delivered,web,transferencia
420,596.0,2024-02-01,delivered,marketplace,tarjeta
421,2012.0,2025-05-03,delivered,app,contrareembolso
422,2855.0,2024-07-12,delivered,web,contrareembolso
423,1859.0,2023-11-10,delivered,marketplace,paypal
424,2948.0,2025-02-12,created,web,contrareembolso
425,1586.0,2025-03-25,delivered,marketplace,contrareembolso
426,2146.0,2023-09-10,refunded,web,transferencia
427,1634.0,2023-06-23,delivered,marketplace,transferencia
428,486.0,2025-11-19,delivered,web,transferencia
429,225.0,2024-08-07,delivered,marketplace,transferencia
430,276.0,2023-01-02,delivered,app,transferencia
431,2568.0,2023-12-26,delivered,marketplace,contrareembolso
432,2656.0,2024-11-14,delivered,marketplace,contrareembolso
433,463.0,2024-03-08,delivered,marketplace,transferencia
434,2770.0,2023-01-10,delivered,web,contrareembolso
435,1222.0,2025-03-11,delivered,marketplace,tarjeta
436,2062.0,2024-08-03,delivered,app,transferencia
437,749.0,2024-05-13,delivered,web,tarjeta
438,2189.0,2025-05-18,delivered,marketplace,transferencia
439,1085.0,2025-10-11,delivered,app,transferencia
440,1984.0,2023-07-28,paid,app,contrareembolso
441,,2023-12-24,refunded,app,transferencia
442,1410.0,2024-01-06,delivered,marketplace,contrareembolso
443,1142.0,2024-06-12,refunded,web,transferencia
444,2958.0,2024-03-12,created,app,contrareembolso
445,2114.0,2023-08-16,refunded,app,transferencia
446,1432.0,2023-05-24,delivered,web,paypal
447,1907.0,2025-05-07,paid,app,paypal
448,2665.0,2025-10-04,delivered,app,transferencia
449,2862.0,2024-01-16,delivered,web,contrareembolso
450,2551.0,2024-11-09,delivered,app,transferencia
451,2257.0,2023-12-27,shipped,marketplace,contrareembolso
452,148.0,2023-04-02,delivered,web,contrareembolso
453,1201.0,2025-06-25,delivered,web,contrareembolso
454,590.0,2025-02-14,shipped,marketplace,contrareembolso
455,2200.0,2024-03-30,delivered,marketplace,transferencia
456,1856.0,2023-03-16,delivered,app,contrareembolso
457,1411.0,2025-07-06,delivered,app,tarjeta
458,2371.0,2025-07-27,shipped,app,tarjeta
459,1170.0,2025-07-31,delivered,app,contrareembolso
460,1734.0,2024-05-04,delivered,marketplace,transferencia
461,528.0,2023-04-07,delivered,web,tarjeta
462,1540.0,2024-04-03,delivered,app,tarjeta
463,1306.0,2025-01-19,delivered,marketplace,transferencia
464,2307.0,2023-06-19,delivered,app,tarjeta
465,588.0,2023-05-07,delivered,marketplace,paypal
466,556.0,2025-02-28,delivered,web,paypal
467,2799.0,2023-12-19,shipped,app,transferencia
468,2704.0,2025-09-06,paid,web,transferencia
469,2685.0,2023-11-12,paid,marketplace,tarjeta
470,956.0,2025-10-25,delivered,marketplace,contrareembolso
471,478.0,2023-12-05,delivered,marketplace,tarjeta
472,2296.0,2025-12-12,delivered,marketplace,tarjeta
473,889.0,2025-03-14,delivered,web,contrareembolso
474,147.0,2023-03-03,delivered,web,paypal
475,1882.0,2023-06-04,delivered,app,tarjeta
476,315.0,2023-04-23,delivered,web,paypal
477,2489.0,2025-03-23,delivered,web,paypal
478,2791.0,2023-01-19,delivered,web,transferencia
479,1222.0,2023-03-04,cancelled,app,transferencia
480,790.0,2023-12-17,delivered,marketplace,contrareembolso
481,2219.0,2023-10-17,delivered,app,transferencia
482,2004.0,2024-01-30,created,app,paypal
483,1965.0,2024-06-28,delivered,web,tarjeta
484,1066.0,2024-09-10,delivered,app,transferencia
485,312.0,2023-12-07,delivered,app,transferencia
486,1632.0,2024-05-20,cancelled,web,contrareembolso
487,1189.0,2024-07-12,refunded,marketplace,transferencia
488,29.0,2023-07-09,refunded,web,contrareembolso
489,2405.0,2024-06-30,delivered,marketplace,contrareembolso
490,2782.0,2023-02-13,delivered,marketplace,tarjeta
491,465.0,2025-04-23,delivered,web,paypal
492,1355.0,2024-11-17,delivered,marketplace,transferencia
493,2854.0,2024-12-25,delivered,marketplace,tarjeta
494,1831.0,2024-09-18,delivered,app,paypal
495,3000.0,2025-09-23,delivered,web,tarjeta
496,981.0,2024-07-08,cancelled,app,transferencia
497,2891.0,2024-05-17,shipped,marketplace,paypal
498,568.0,2024-10-29,refunded,app,tarjeta
499,2436.0,2023-01-05,shipped,app,tarjeta
500,2919.0,2023-07-31,delivered,marketplace,contrareembolso
501,2005.0,2025-11-23,delivered,marketplace,paypal
502,1198.0,2025-10-11,delivered,web,paypal
503,127.0,2023-12-01,delivered,marketplace,tarjeta
504,2217.0,2024-02-21,delivered,app,contrareembolso
505,57.0,2025-08-25,delivered,web,contrareembolso
506,2888.0,2024-04-05,delivered,marketplace,tarjeta
507,2067.0,2023-11-13,delivered,app,contrareembolso
508,1394.0,2025-06-23,delivered,app,tarjeta
509,543.0,2023-05-05,delivered,web,tarjeta
510,1816.0,2023-01-21,paid,app,transferencia
511,2286.0,2023-02-20,delivered,web,contrareembolso
512,1780.0,2024-06-12,delivered,app,paypal
513,898.0,2023-12-28,delivered,web,paypal
514,2927.0,2023-01-15,shipped,web,transferencia
515,783.0,2024-02-07,delivered,marketplace,paypal
516,414.0,2025-01-31,shipped,app,contrareembolso
517,2982.0,2023-10-23,delivered,web,contrareembolso
518,596.0,2025-07-11,refunded,app,transferencia
519,2278.0,2023-03-19,cancelled,app,paypal
520,2147.0,2023-03-17,refunded,app,contrareembolso
521,1468.0,2026-10-27,delivered,app,paypal
522,1209.0,2025-04-29,delivered,marketplace,transferencia
523,2675.0,2023-06-02,delivered,web,paypal
524,1916.0,2025-02-17,delivered,web,transferencia
525,762.0,2024-02-23,delivered,web,tarjeta
526,1624.0,2023-02-16,delivered,web,contrareembolso
527,96.0,2025-10-12,cancelled,marketplace,transferencia
528,1012.0,2025-05-07,delivered,app,paypal
529,2915.0,2025-10-23,delivered,app,transferencia
530,1652.0,2024-03-14,delivered,web,paypal
531,2757.0,2025-03-16,shipped,web,transferencia
532,,2023-04-03,delivered,app,contrareembolso
533,1660.0,2024-12-20,delivered,marketplace,tarjeta
534,1240.0,2025-12-03,delivered,marketplace,contrareembolso
535,388.0,2023-07-09,delivered,marketplace,tarjeta
